duration,protocol,service,src_bytes,dst_bytes,packet_count,flow_bytes_per_sec,flow_packets_per_sec,failed_login_count,same_srv_rate,serror_rate,rerror_rate,Label
28.535,ICMP,http,51,6257,856,221.062,29.998,0,0.364,0.127,0.073,Benign
481.757,UDP,ftp,19661,94277,4262,236.505,8.847,4,0.53,0.151,0.515,Infiltration
19.339,UDP,ssh,1765,4240,3568,310.512,184.498,22,0.73,0.419,0.208,Brute Force
25.542,UDP,dns,3259,5780,1918,353.888,75.092,0,0.26,0.049,0.045,Benign
4.747,ICMP,http,1386,3722,1705,1076.048,359.174,0,0.562,0.061,0.054,Benign
4.813,TCP,http,2532,6809,2690,1940.785,558.903,0,0.319,0.09,0.022,Benign
15.452,UDP,ftp,2488,2171,3709,301.514,240.034,0,0.645,0.026,0.095,Benign
3.147,TCP,ftp,1185,1034,1075,705.116,341.595,0,0.359,0.125,0.098,Benign
28.133,ICMP,smtp,728,4810,533,196.851,18.946,0,0.358,0.138,0.007,Benign
27.162,TCP,http,2756,1043,4706,139.865,173.257,0,0.547,0.069,0.017,Benign
1.92,UDP,http,28961,353,2257,15267.708,1175.521,0,0.424,0.709,0.368,DoS
78.109,TCP,ssh,4226,2517,723,86.328,9.256,68,0.424,0.306,0.27,Brute Force
26.551,TCP,smtp,4347,2081,3138,242.1,118.188,0,0.826,0.12,0.079,Benign
14.592,ICMP,other,4673,4155,4896,604.989,335.526,0,0.375,0.041,0.003,Benign
98.952,UDP,ssh,7928,4437,825,124.96,8.337,50,0.398,0.483,0.45,Brute Force
23.758,ICMP,other,498,6299,3186,286.093,134.102,1,0.484,0.033,0.085,Benign
1.19,TCP,https,21840,1651,4851,19740.336,4076.471,0,0.223,0.882,0.176,DDoS
4.349,ICMP,ssh,1582,6894,2536,1948.954,583.123,1,0.34,0.132,0.049,Benign
18.09,TCP,https,203,4352,1073,251.797,59.315,0,0.473,0.05,0.061,Benign
0.755,UDP,http,4845,5812,2994,14115.232,3965.563,0,0.968,0.116,0.085,Benign
17.622,ICMP,ftp,2797,2512,3583,301.271,203.325,0,0.833,0.146,0.073,Benign
68.777,ICMP,dns,18914,23226,1441,612.705,20.952,2,0.503,0.284,0.315,Botnet
0.897,UDP,https,1117,1943,4653,3411.371,5187.291,0,0.226,0.866,0.25,DoS
19.225,ICMP,https,892,7713,2846,447.594,148.036,0,0.986,0.05,0.008,Benign
21.298,TCP,other,2790,3698,2876,304.63,135.036,0,0.405,0.031,0.069,Benign
11.64,TCP,http,3477,7978,2882,984.107,247.595,0,0.637,0.062,0.088,Benign
25.935,UDP,other,1887,1372,169,125.66,6.516,0,0.455,0.12,0.003,Benign
67.629,TCP,dns,12803,5772,767,274.66,11.341,0,0.47,0.478,0.454,Botnet
44.567,UDP,smtp,86673,22626,834,2452.465,18.713,9,0.465,0.589,0.171,Infiltration
290.433,UDP,smtp,96679,71795,790,580.079,2.72,4,0.24,0.463,0.234,Infiltration
1.73,UDP,https,71,3542,3939,2088.439,2276.879,0,0.36,0.124,0.063,Benign
8.825,TCP,smtp,711,3919,4011,524.646,454.504,0,0.916,0.046,0.04,Benign
11.687,ICMP,ssh,3079,7293,3607,887.482,308.634,0,0.572,0.028,0.004,Benign
1.943,UDP,ssh,832,742,4836,810.087,2488.935,0,0.382,0.121,0.041,Benign
15.725,UDP,other,4426,5668,3906,641.908,248.394,0,0.439,0.071,0.088,Benign
15.113,ICMP,http,4273,6597,3683,719.248,243.697,0,0.338,0.147,0.015,Benign
120.581,TCP,other,6593,56492,1216,523.175,10.085,1,0.867,0.644,0.296,Infiltration
2.104,ICMP,other,3219,4597,3758,3714.829,1786.122,0,0.934,0.049,0.028,Benign
17.669,ICMP,ssh,3477,961,825,251.174,46.692,0,0.94,0.022,0.059,Benign
8.654,TCP,other,4427,7250,3982,1349.318,460.134,0,0.658,0.062,0.038,Benign
12.149,TCP,dns,3330,357,408,303.482,33.583,0,0.797,0.132,0.069,Benign
27.691,UDP,http,10430,21378,1872,1148.676,67.603,2,0.308,0.303,0.265,Web Attack
418.137,UDP,other,36313,96525,3623,317.69,8.665,6,0.369,0.433,0.14,Infiltration
3.8,ICMP,ftp,57832,765,1307,15420.263,343.947,0,0.252,0.919,0.23,DDoS
23.437,UDP,https,4334,7243,1649,493.963,70.359,0,0.87,0.026,0.088,Benign
27.549,UDP,http,1671,2284,1019,143.562,36.989,0,0.745,0.07,0.04,Benign
13.438,UDP,ssh,3927,4847,2123,652.925,157.985,0,0.799,0.052,0.084,Benign
11.658,UDP,http,1374,7034,1849,721.221,158.604,0,0.742,0.145,0.086,Benign
0.7,UDP,ssh,112,3923,74,5764.286,105.714,0,0.379,0.097,0.06,Benign
29.014,UDP,smtp,2295,3511,1792,200.11,61.763,0,0.573,0.128,0.046,Benign
17.576,ICMP,ftp,100,4230,4604,246.359,261.948,1,0.718,0.145,0.084,Benign
3.332,UDP,smtp,562,2794,2144,1007.203,643.457,1,0.725,0.096,0.086,Benign
72.741,ICMP,dns,17450,25583,4920,591.592,67.637,1,0.523,0.69,0.412,Botnet
0.861,TCP,smtp,4114,2461,294,7636.469,341.463,0,0.666,0.063,0.039,Benign
371.478,TCP,dns,30145,90957,2941,326.0,7.917,8,0.606,0.451,0.314,Infiltration
0.914,ICMP,ssh,7396,964,4584,9146.608,5015.317,0,0.81,0.608,0.141,DDoS
19.668,ICMP,dns,1860,2950,2719,244.56,138.245,0,0.497,0.131,0.042,Benign
3.622,UDP,other,479,7137,3873,2102.706,1069.299,0,0.912,0.087,0.062,Benign
15.942,ICMP,ftp,3424,482,2812,245.013,176.389,0,0.527,0.023,0.099,Benign
9.56,UDP,https,1517,6421,2572,830.335,269.038,0,0.708,0.05,0.099,Benign
22.86,UDP,https,1421,4760,726,270.385,31.759,0,0.304,0.073,0.076,Benign
12.928,UDP,ftp,3950,3180,120,551.516,9.282,0,0.914,0.08,0.073,Benign
0.099,ICMP,https,1270,1283,2825,25787.879,28535.354,0,0.45,0.88,0.129,DoS
9.253,ICMP,ssh,574,6788,4267,795.634,461.148,0,0.677,0.142,0.046,Benign
10.348,ICMP,https,4055,2982,3309,680.035,319.772,0,0.215,0.025,0.091,Benign
22.049,TCP,https,4870,4173,311,410.132,14.105,0,0.5,0.055,0.065,Benign
1.553,ICMP,ssh,432,5462,953,3795.235,613.651,0,0.533,0.125,0.005,Benign
14.284,ICMP,dns,1294,1723,832,211.215,58.247,0,0.73,0.095,0.03,Benign
4.201,ICMP,smtp,899,4230,875,1220.9,208.284,0,0.598,0.018,0.011,Benign
15.742,UDP,other,1692,2972,4071,296.277,258.608,0,0.928,0.044,0.004,Benign
7.112,UDP,dns,144,5542,4052,799.494,569.741,0,0.319,0.017,0.057,Benign
21.735,ICMP,http,869,7451,2430,382.793,111.801,0,0.411,0.035,0.099,Benign
1.279,TCP,other,2420,2990,783,4229.867,612.197,0,0.881,0.047,0.074,Benign
25.223,TCP,ftp,2993,2792,766,229.354,30.369,50,0.498,0.547,0.432,Brute Force
12.067,TCP,ftp,3779,2266,3459,500.953,286.65,0,0.719,0.103,0.048,Benign
3.484,TCP,https,4843,1930,4844,1944.03,1390.356,0,0.586,0.93,0.086,DDoS
18.379,UDP,https,2977,5048,1075,436.64,58.491,0,0.586,0.103,0.084,Benign
1.475,UDP,ftp,2183,5405,4728,5144.407,3205.424,0,0.779,0.106,0.068,Benign
10.215,ICMP,other,4325,5678,2041,979.246,199.804,0,0.586,0.014,0.066,Benign
4.545,ICMP,ftp,4613,7347,1290,2631.463,283.828,1,0.604,0.008,0.064,Benign
5.046,UDP,other,4067,2666,1829,1334.324,362.465,0,0.64,0.146,0.005,Benign
13.827,TCP,http,4734,3710,4079,610.689,295.003,0,0.796,0.075,0.032,Benign
1.171,UDP,ftp,4538,41,2500,3910.333,2134.927,0,0.912,0.119,0.096,Benign
13.741,ICMP,smtp,2832,3016,2724,425.588,198.239,0,0.648,0.122,0.084,Benign
19.749,UDP,smtp,3747,974,2914,239.05,147.552,0,0.864,0.099,0.0,Benign
166.156,UDP,ssh,23506,3983,3357,165.441,20.204,0,0.286,0.688,0.272,Botnet
27.913,TCP,http,3258,1806,887,181.421,31.777,0,0.806,0.117,0.072,Benign
20.197,ICMP,other,1049,6365,4135,367.084,204.733,0,0.308,0.069,0.059,Benign
1.552,ICMP,smtp,3585,6911,1456,6762.887,938.144,0,0.753,0.139,0.078,Benign
11.683,TCP,http,4959,5005,4993,852.863,427.373,0,0.933,0.076,0.038,Benign
4.818,UDP,ftp,20278,927,4940,4401.204,1025.322,0,0.76,0.912,0.098,DoS
3.51,UDP,other,57407,642,1785,16538.177,508.547,0,0.361,0.87,0.377,DoS
10.424,UDP,smtp,1126,5859,2645,670.088,253.741,0,0.768,0.144,0.05,Benign
2.918,ICMP,ftp,44722,1454,4378,15824.537,1500.343,0,0.429,0.738,0.312,DoS
0.541,TCP,ssh,25960,297,2192,48534.196,4051.756,0,0.8,0.574,0.07,DDoS
7.592,UDP,smtp,548,5697,2943,822.576,387.645,0,0.851,0.031,0.054,Benign
16.9,ICMP,smtp,1877,6121,2361,473.254,139.704,0,0.754,0.058,0.051,Benign
12.555,UDP,ftp,2601,7952,3634,840.542,289.446,0,0.864,0.002,0.025,Benign
52.163,ICMP,http,19780,36822,2414,1085.099,46.278,5,0.559,0.231,0.244,Web Attack
482.363,TCP,https,97348,68350,4564,343.513,9.462,1,0.411,0.307,0.293,Infiltration
9.984,UDP,http,1308,367,2472,167.768,247.596,0,0.592,0.048,0.005,Benign
23.543,UDP,http,2643,4344,4143,296.776,175.976,0,0.327,0.028,0.007,Benign
10.547,UDP,http,1787,5474,4350,688.442,412.44,0,0.58,0.054,0.022,Benign
3.53,ICMP,http,2874,3690,2002,1859.49,567.139,0,0.967,0.096,0.092,Benign
27.486,UDP,ftp,968,3201,4239,151.677,154.224,0,0.858,0.109,0.002,Benign
14.655,ICMP,ftp,2468,7398,791,673.217,53.975,0,0.334,0.048,0.008,Benign
22.053,ICMP,ssh,2645,7406,856,455.766,38.816,1,0.364,0.669,0.241,Botnet
2.182,ICMP,other,54526,1924,199,25870.761,91.201,0,0.567,0.582,0.29,DDoS
1.723,TCP,http,2103,4611,3344,3896.692,1940.801,0,0.51,0.123,0.091,Benign
0.605,UDP,dns,1009,4421,4802,8975.207,7937.19,0,0.236,0.108,0.006,Benign
0.54,UDP,ssh,52569,1404,3590,99950.0,6648.148,0,0.505,0.686,0.08,DDoS
0.79,TCP,ftp,15409,279,4475,19858.228,5664.557,0,0.436,0.886,0.329,DDoS
26.621,UDP,smtp,3096,7882,1014,412.381,38.09,0,0.233,0.083,0.056,Benign
16.471,UDP,ssh,737,2536,1739,198.713,105.58,0,0.53,0.111,0.073,Benign
4.913,ICMP,https,1848,5093,4652,1412.782,946.876,0,0.882,0.029,0.018,Benign
80.914,ICMP,ftp,1398,2481,2715,47.94,33.554,13,0.486,0.225,0.129,Brute Force
8.626,TCP,http,611,7413,2509,930.211,290.865,0,0.755,0.073,0.033,Benign
24.25,ICMP,dns,3548,1421,3577,204.907,147.505,0,0.421,0.037,0.022,Benign
10.014,ICMP,smtp,3971,3831,896,779.109,89.475,0,0.341,0.116,0.049,Benign
24.811,UDP,other,4452,1649,622,245.899,25.07,0,0.914,0.133,0.008,Benign
4.065,ICMP,http,38938,829,305,9782.78,75.031,0,0.641,0.896,0.124,DDoS
19.652,ICMP,ftp,1257,3036,2388,218.451,121.514,0,0.307,0.134,0.059,Benign
10.98,TCP,ftp,126,5468,1363,509.472,124.135,0,0.806,0.145,0.098,Benign
17.034,TCP,https,4675,5441,2944,593.871,172.831,0,0.232,0.022,0.073,Benign
1.329,TCP,http,16336,87,2964,12357.412,2230.248,0,0.51,0.851,0.231,DoS
78.467,TCP,https,11119,7764,2162,240.649,27.553,5,0.663,0.341,0.208,Web Attack
11.418,UDP,smtp,4854,5392,1830,897.355,160.273,0,0.613,0.012,0.025,Benign
23.8,UDP,ftp,4989,94,636,213.571,26.723,0,0.612,0.021,0.017,Benign
4.805,TCP,https,4971,5916,2710,2265.765,563.996,0,0.776,0.099,0.041,Benign
6.4,UDP,ftp,1360,5342,4703,1047.188,734.844,0,0.674,0.003,0.004,Benign
26.735,ICMP,http,1243,498,3326,65.121,124.406,0,0.679,0.138,0.052,Benign
21.866,TCP,smtp,2362,7799,3950,464.694,180.646,0,0.336,0.067,0.099,Benign
3.975,ICMP,https,54769,1571,2171,14173.585,546.164,0,0.334,0.632,0.281,DDoS
17.759,UDP,ssh,1922,3138,4136,284.926,232.896,0,0.747,0.016,0.02,Benign
0.895,ICMP,http,41288,1228,4128,47503.911,4612.291,0,0.802,0.568,0.324,DDoS
27.069,ICMP,https,4457,6819,3539,416.565,130.74,0,0.618,0.141,0.068,Benign
15.942,TCP,smtp,1919,7727,4830,605.068,302.973,0,0.844,0.118,0.038,Benign
8.72,ICMP,http,4887,17680,2325,2587.959,266.628,3,0.679,0.28,0.278,Web Attack
0.264,UDP,https,98,4774,1687,18454.545,6390.152,0,0.75,0.078,0.038,Benign
4.728,UDP,http,4835,2117,2262,1470.389,478.426,0,0.993,0.08,0.056,Benign
16.608,TCP,ftp,4607,3992,2517,517.763,151.553,0,0.662,0.084,0.048,Benign
0.699,UDP,smtp,57611,1350,1330,84350.501,1902.718,0,0.28,0.604,0.13,DoS
16.562,UDP,other,466,1356,1195,110.011,72.153,0,0.577,0.095,0.08,Benign
7.966,TCP,http,3077,695,3287,473.512,412.629,0,0.691,0.109,0.093,Benign
1.818,ICMP,ssh,1475,5285,4249,3718.372,2337.184,0,0.429,0.002,0.085,Benign
15.523,ICMP,ssh,1937,5079,7,451.974,0.451,0,0.981,0.005,0.024,Benign
12.043,UDP,other,3277,3361,567,551.192,47.081,0,0.935,0.078,0.074,Benign
16.818,ICMP,other,4815,2891,1598,458.2,95.017,0,0.564,0.122,0.023,Benign
5.334,TCP,dns,4187,912,963,955.943,180.54,0,0.842,0.075,0.034,Benign
242.149,ICMP,other,8696,23247,1997,131.915,8.247,3,0.806,0.73,0.303,Botnet
149.002,UDP,smtp,19729,28746,3139,325.331,21.067,0,0.707,0.439,0.166,Botnet
138.067,ICMP,smtp,42383,55057,2162,705.744,15.659,5,0.399,0.384,0.104,Infiltration
24.65,ICMP,smtp,662,4582,4704,212.738,190.832,0,0.415,0.071,0.035,Benign
159.72,ICMP,https,7042,8195,1666,95.398,10.431,1,0.868,0.674,0.143,Botnet
3.897,UDP,https,8856,1884,4040,2755.966,1036.695,0,0.691,0.585,0.385,DDoS
4.242,ICMP,http,25326,1271,4711,6269.92,1110.561,0,0.895,0.692,0.364,DoS
11.997,ICMP,dns,4764,1090,4434,487.955,369.592,0,0.226,0.12,0.048,Benign
5.327,ICMP,other,1026,5760,1731,1273.888,324.948,0,0.504,0.047,0.001,Benign
25.869,UDP,ssh,1573,4533,2815,236.035,108.818,0,0.493,0.04,0.096,Benign
21.051,TCP,ftp,3089,3030,1079,290.675,51.256,0,0.983,0.042,0.018,Benign
8.171,TCP,smtp,1971,4589,1230,802.839,150.532,0,0.578,0.057,0.015,Benign
4.121,UDP,ftp,4275,4414,4610,2108.469,1118.661,0,0.887,0.118,0.03,Benign
4.984,TCP,smtp,1805,6706,2746,1707.665,550.963,0,0.408,0.126,0.01,Benign
7.806,ICMP,other,202,3413,1634,463.105,209.326,0,0.661,0.13,0.096,Benign
29.383,ICMP,https,2371,2949,3666,181.057,124.766,0,0.912,0.077,0.077,Benign
18.988,UDP,ftp,1226,7152,4687,441.226,246.84,0,0.524,0.121,0.034,Benign
28.146,TCP,https,10772,21766,2227,1156.043,79.123,5,0.91,0.137,0.117,Web Attack
2.939,UDP,smtp,30510,847,1029,10669.275,350.119,0,0.782,0.625,0.349,DoS
22.517,ICMP,smtp,1765,1407,3881,140.871,172.359,0,0.639,0.014,0.094,Benign
22.973,UDP,ssh,721,891,3198,70.169,139.207,0,0.447,0.023,0.065,Benign
18.832,UDP,ftp,1115,4355,2669,290.463,141.727,0,0.891,0.004,0.066,Benign
16.502,ICMP,dns,1146,7982,3745,553.145,226.942,0,0.705,0.081,0.059,Benign
15.751,ICMP,ftp,4412,2576,738,443.654,46.854,0,0.553,0.072,0.023,Benign
9.177,UDP,https,40,4327,3848,475.864,419.309,0,0.628,0.127,0.034,Benign
14.364,UDP,other,114,6314,64,447.508,4.456,0,0.639,0.044,0.023,Benign
11.903,ICMP,ftp,1377,5896,2159,611.022,181.383,0,0.263,0.058,0.038,Benign
24.019,ICMP,other,2267,2372,1545,193.139,64.324,0,0.883,0.08,0.027,Benign
19.143,UDP,http,3749,2269,1251,314.371,65.35,0,0.24,0.074,0.032,Benign
8.535,TCP,http,1064,5898,125,815.7,14.646,0,0.595,0.001,0.009,Benign
24.004,UDP,other,3082,3838,1201,288.285,50.033,0,0.245,0.005,0.008,Benign
2.356,TCP,ssh,13595,1834,108,6548.812,45.84,0,0.298,0.929,0.336,DoS
3.858,TCP,ftp,30029,506,3780,7914.723,979.782,0,0.788,0.882,0.062,DoS
14.237,ICMP,https,2596,7709,4507,723.818,316.57,0,0.617,0.094,0.004,Benign
6.042,ICMP,dns,466,7115,3561,1254.717,589.374,0,0.46,0.146,0.024,Benign
3.678,UDP,ssh,2031,113,4889,582.926,1329.255,1,0.324,0.087,0.069,Benign
2.505,TCP,https,45954,1266,496,18850.299,198.004,0,0.248,0.702,0.389,DoS
23.765,ICMP,ssh,1070,4036,2850,214.854,119.924,0,0.844,0.147,0.079,Benign
20.709,TCP,http,2974,5974,3589,432.083,173.306,0,0.647,0.135,0.049,Benign
17.044,UDP,https,4493,2888,4909,433.056,288.019,0,0.932,0.07,0.087,Benign
4.735,TCP,ssh,2462,6752,4149,1945.935,876.241,0,0.503,0.055,0.0,Benign
25.719,TCP,ssh,1996,2667,3179,181.306,123.605,0,0.352,0.099,0.054,Benign
18.43,ICMP,https,2682,3397,551,329.843,29.897,0,0.235,0.017,0.052,Benign
3.471,TCP,https,4007,32809,4018,10606.742,1157.591,1,0.621,0.08,0.193,Web Attack
11.054,UDP,http,620,147,660,69.387,59.707,0,0.574,0.031,0.049,Benign
22.33,UDP,ssh,3447,6774,2182,457.725,97.716,0,0.623,0.106,0.082,Benign
4.724,UDP,http,35044,198,3161,7460.203,669.136,0,0.352,0.596,0.131,DoS
18.797,TCP,ssh,1505,4614,4728,325.531,251.529,0,0.486,0.062,0.011,Benign
26.496,ICMP,ftp,1406,6531,1300,299.555,49.064,0,0.627,0.06,0.034,Benign
16.547,UDP,dns,2699,6961,2654,583.792,160.392,0,0.687,0.115,0.043,Benign
22.995,TCP,ftp,2121,2989,288,222.222,12.524,1,0.986,0.067,0.04,Benign
29.803,ICMP,https,2512,93,182,87.407,6.107,0,0.817,0.033,0.086,Benign
163.156,UDP,ssh,19199,19230,1283,235.535,7.864,1,0.311,0.207,0.257,Botnet
7.067,ICMP,https,2500,792,637,465.827,90.137,0,0.779,0.085,0.022,Benign
4.13,TCP,ftp,46193,1439,4881,11533.172,1181.84,0,0.714,0.809,0.368,DDoS
2.446,ICMP,ftp,498,7591,3417,3307.032,1396.975,0,0.944,0.052,0.082,Benign
19.618,TCP,smtp,4974,7647,2501,643.338,127.485,0,0.62,0.117,0.038,Benign
9.872,ICMP,https,1848,1294,3655,318.274,370.239,0,0.802,0.11,0.039,Benign
13.015,TCP,https,3270,1252,408,347.445,31.348,0,0.639,0.012,0.057,Benign
13.091,UDP,ssh,1108,6282,4685,564.51,357.879,0,0.357,0.084,0.049,Benign
7.463,ICMP,ssh,626,2221,738,381.482,98.888,0,0.29,0.049,0.092,Benign
5.796,UDP,dns,2862,4905,2869,1340.062,494.997,0,0.693,0.115,0.017,Benign
98.535,UDP,ssh,6882,108239,707,1168.326,7.175,3,0.29,0.21,0.268,Infiltration
26.076,ICMP,https,2396,152,3864,97.714,148.182,0,0.218,0.121,0.031,Benign
6.194,ICMP,https,4326,6186,1162,1697.126,187.601,0,0.756,0.072,0.073,Benign
27.191,UDP,ssh,4355,396,2227,174.727,81.902,0,0.242,0.009,0.02,Benign
11.72,TCP,http,2262,5471,161,659.812,13.737,0,0.434,0.099,0.086,Benign
117.777,UDP,ssh,8531,915,1532,80.202,13.008,45,0.359,0.342,0.289,Brute Force
26.017,ICMP,smtp,8606,17847,1291,1016.758,49.621,2,0.215,0.35,0.227,Botnet
9.14,UDP,smtp,4146,2299,246,705.142,26.915,0,0.955,0.094,0.088,Benign
115.7,TCP,https,13372,22026,1868,305.946,16.145,1,0.534,0.203,0.222,Botnet
27.301,UDP,dns,2737,3719,4439,236.475,162.595,0,0.747,0.031,0.014,Benign
20.687,TCP,dns,4331,7491,1194,571.47,57.717,0,0.725,0.149,0.098,Benign
2.128,TCP,dns,4406,7810,1197,5740.602,562.5,0,0.782,0.028,0.084,Benign
1.524,UDP,ftp,49864,1912,2247,33973.753,1474.409,0,0.322,0.92,0.273,DoS
0.883,TCP,https,2226,5001,218,8184.598,246.886,0,0.487,0.035,0.023,Benign
15.12,UDP,https,4993,3880,4030,586.839,266.534,0,0.579,0.056,0.085,Benign
12.317,TCP,http,162,7621,1666,631.891,135.26,0,0.806,0.062,0.074,Benign
18.55,UDP,other,2701,7140,347,530.512,18.706,0,0.686,0.037,0.04,Benign
1.977,ICMP,dns,49658,1171,320,25710.167,161.861,0,0.617,0.817,0.234,DDoS
15.609,TCP,https,3280,6062,408,598.501,26.139,0,0.352,0.058,0.077,Benign
24.846,UDP,other,3819,1403,4240,210.175,170.651,0,0.923,0.092,0.005,Benign
2.804,ICMP,ftp,4141,967,4481,1821.683,1598.074,0,0.308,0.088,0.089,Benign
5.448,UDP,http,4875,7385,2053,2250.367,376.836,0,0.459,0.03,0.045,Benign
5.003,ICMP,other,1052,787,4296,367.579,858.685,0,0.766,0.067,0.036,Benign
4.749,ICMP,ssh,25817,1127,2750,5673.615,579.069,0,0.652,0.721,0.319,DoS
26.078,TCP,https,1505,6340,3660,300.828,140.348,0,0.431,0.063,0.031,Benign
0.206,TCP,https,2113,140,52,10936.893,252.427,0,0.686,0.128,0.054,Benign
19.818,TCP,ssh,3757,3399,4488,361.086,226.461,0,0.422,0.09,0.001,Benign
5.627,TCP,http,491,5391,4740,1045.317,842.367,0,0.87,0.022,0.003,Benign
3.356,TCP,http,1500,1361,4878,852.503,1453.516,0,0.658,0.092,0.069,Benign
17.411,UDP,smtp,333,802,559,65.189,32.106,0,0.807,0.048,0.09,Benign
2.359,TCP,dns,8996,1422,3394,4416.278,1438.745,0,0.62,0.937,0.165,DDoS
3.368,ICMP,http,4373,758,2357,1523.456,699.822,0,0.542,0.103,0.093,Benign
2.88,UDP,ssh,41844,724,4071,14780.556,1413.542,0,0.616,0.967,0.265,DDoS
5.479,UDP,other,1946,5844,3813,1421.792,695.93,0,0.7,0.029,0.012,Benign
18.498,TCP,other,3436,3431,1744,371.229,94.28,0,0.209,0.052,0.081,Benign
23.727,UDP,dns,2561,2499,2735,213.259,115.27,0,0.473,0.049,0.001,Benign
4.162,ICMP,http,13715,676,3929,3457.713,944.017,0,0.933,0.925,0.373,DoS
2.413,ICMP,https,42104,943,2750,17839.619,1139.66,0,0.57,0.951,0.238,DDoS
4.177,ICMP,http,20617,1157,4394,5212.832,1051.951,0,0.215,0.876,0.16,DDoS
27.494,UDP,other,2936,582,3078,127.955,111.952,1,0.701,0.042,0.003,Benign
1.954,ICMP,ssh,40006,239,2581,20596.213,1320.88,0,0.768,0.939,0.313,DDoS
26.324,TCP,ftp,3084,3742,1438,259.307,54.627,0,0.29,0.045,0.053,Benign
2.224,TCP,http,2634,1636,1563,1919.964,702.788,0,0.472,0.767,0.225,DoS
23.288,ICMP,dns,1213,6343,1092,324.459,46.891,0,0.364,0.123,0.094,Benign
25.958,UDP,smtp,988,73,718,40.874,27.66,0,0.467,0.007,0.085,Benign
94.28,TCP,ssh,5319,284,2633,59.429,27.927,78,0.36,0.479,0.306,Brute Force
23.206,ICMP,dns,1003,2273,4589,141.17,197.751,0,0.611,0.041,0.002,Benign
9.623,UDP,ssh,1199,7767,588,931.726,61.104,0,0.449,0.042,0.024,Benign
15.58,ICMP,ftp,675,3956,3215,297.24,206.354,11,0.343,0.153,0.072,Brute Force
25.102,ICMP,smtp,3692,5088,4375,349.773,174.289,0,0.263,0.05,0.02,Benign
11.412,UDP,https,15844,7374,3859,2034.525,338.153,3,0.385,0.143,0.211,Web Attack
27.395,ICMP,dns,3251,1542,2665,174.959,97.281,0,0.563,0.1,0.079,Benign
10.608,UDP,http,3818,6968,1048,1016.78,98.793,0,0.606,0.115,0.06,Benign
3.299,ICMP,other,4595,5360,4842,3017.581,1467.717,0,0.531,0.045,0.046,Benign
29.219,ICMP,https,3184,581,3571,128.855,122.215,0,0.654,0.122,0.059,Benign
5.275,ICMP,https,678,6096,4856,1284.171,920.569,0,0.677,0.086,0.049,Benign
13.412,TCP,other,2563,7870,4890,777.885,364.599,0,0.817,0.09,0.069,Benign
19.839,UDP,smtp,781,1822,6,131.206,0.302,0,0.806,0.133,0.09,Benign
8.816,UDP,ssh,4774,3703,4676,961.547,530.399,0,0.835,0.102,0.032,Benign
29.479,UDP,smtp,2860,771,1049,123.172,35.585,0,0.882,0.092,0.051,Benign
0.125,ICMP,http,4627,6763,260,91120.0,2080.0,1,0.388,0.016,0.028,Benign
9.612,UDP,smtp,3175,3366,3895,680.504,405.223,0,0.311,0.082,0.066,Benign
12.575,UDP,other,2403,7189,133,762.783,10.577,0,0.315,0.02,0.007,Benign
117.247,ICMP,ftp,2424,793,4956,27.438,42.27,22,0.944,0.421,0.216,Brute Force
12.781,UDP,ssh,3726,3191,4739,541.194,370.785,0,0.599,0.028,0.06,Benign
1.354,ICMP,ssh,36793,1180,4659,28045.052,3440.916,0,0.587,0.715,0.392,DoS
28.856,ICMP,ftp,695,1203,2294,65.775,79.498,0,0.572,0.079,0.086,Benign
7.432,ICMP,http,679,5643,437,850.646,58.8,0,0.923,0.12,0.031,Benign
13.676,TCP,ftp,3883,4741,2418,630.594,176.806,0,0.431,0.063,0.096,Benign
9.192,ICMP,smtp,4657,2173,427,743.037,46.453,0,0.725,0.071,0.017,Benign
0.916,ICMP,ssh,4011,715,2069,5159.389,2258.734,0,0.306,0.012,0.078,Benign
22.269,UDP,http,4986,1470,3034,289.91,136.243,0,0.846,0.111,0.066,Benign
14.599,ICMP,https,4360,7101,4883,785.054,334.475,0,0.947,0.148,0.097,Benign
29.808,UDP,other,3178,1989,4737,173.343,158.917,0,0.787,0.109,0.017,Benign
22.689,ICMP,dns,990,470,4367,64.348,192.472,0,0.387,0.06,0.03,Benign
7.952,UDP,ftp,4385,7169,3134,1452.968,394.115,0,0.743,0.043,0.08,Benign
47.262,ICMP,http,17909,21387,2238,831.45,47.353,2,0.468,0.724,0.244,Botnet
19.665,TCP,dns,3244,3817,4827,359.064,245.461,0,0.816,0.112,0.073,Benign
29.797,ICMP,smtp,2606,4526,3373,239.353,113.199,0,0.278,0.001,0.007,Benign
6.661,UDP,dns,2360,2103,4872,670.02,731.422,0,0.725,0.004,0.009,Benign
0.618,ICMP,smtp,8862,176,4642,14624.595,7511.327,0,0.843,0.935,0.095,DDoS
5.609,TCP,smtp,2453,3865,2269,1126.404,404.528,0,0.815,0.011,0.045,Benign
23.127,ICMP,other,2148,1366,3188,151.944,137.848,0,0.466,0.042,0.006,Benign
13.273,UDP,https,4068,7646,893,882.544,67.279,0,0.315,0.059,0.065,Benign
3.22,TCP,ssh,29939,1465,581,9752.795,180.435,0,0.657,0.667,0.062,DoS
26.906,UDP,http,1259,5388,2187,247.045,81.283,0,0.321,0.14,0.066,Benign
0.211,UDP,ssh,4059,3956,579,37985.782,2744.076,0,0.632,0.127,0.078,Benign
